Date,autre_proteine,feculent,fruit,laitage,legume,sucrerie,sauce,poisson_fruit_mer,viande_blanche,viande_rouge,bio,industriel
2011-10-04,0.1,0.0,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.2,0.0
2011-10-05,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.2
2011-10-06,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.25,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-07,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.25
2011-10-10,0.0,0.125,0.25,0.0,0.375,0.0,0.0,0.0,0.25,0.0,0.0,0.0
2011-10-12,0.0,0.1,0.2,0.2,0.3,0.0,0.0,0.0,0.2,0.0,0.2,0.0
2011-10-13,0.1,0.1,0.3,0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.2,0.0
2011-10-14,0.0,0.16666666666666666,0.25,0.16666666666666666,0.25,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0
2011-10-17,0.0,0.0,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.0,0.0,0.1111111111111111,0.0,0.0,0.3333333333333333,0.0
2011-10-18,0.1,0.2,0.0,0.2,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.2
2011-10-19,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.25
2011-10-20,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.4,0.0
2011-10-21,0.0,0.1,0.2,0.3,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0
2011-10-24,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-25,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0
2011-10-26,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-27,0.0,0.125,0.25,0.0,0.375,0.0,0.0,0.0,0.25,0.0,0.0,0.0
2011-10-28,0.0,0.25,0.25,0.125,0.125,0.0,0.0,0.25,0.0,0.0,0.0,0.0
2011-10-31,0.0,0.16666666666666666,0.25,0.16666666666666666,0.25,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
2011-11-02,0.0,0.1,0.0,0.2,0.2,0.1,0.0,0.0,0.4,0.0,0.2,0.2
2011-11-03,0.0,0.08333333333333333,0.125,0.125,0.5833333333333333,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0
2011-11-04,0.0,0.06666666666666667,0.4666666666666666,0.2,0.16666666666666666,0.0,0.0,0.1,0.0,0.0,0.0,0.2
2011-11-07,0.0,0.125,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.125,0.25,0.25
2011-11-08,0.0,0.0,0.2,0.4,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.2
2011-11-09,0.04,0.1,0.24,0.2,0.24,0.0,0.04,0.0,0.1,0.04,0.0,0.2
2011-11-10,0.0,0.125,0.0,0.125,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0
2011-11-14,0.0,0.25,0.25,0.125,0.0,0.125,0.0,0.0,0.25,0.0,0.0,0.5
2011-11-15,0.0,0.0625,0.3125,0.25,0.0625,0.0,0.0,0.0,0.3125,0.0,0.0,0.25
2011-11-16,0.0,0.0,0.25,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2011-11-17,0.125,0.125,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2011-11-18,0.0,0.0,0.2,0.2,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.2
2011-11-21,0.06666666666666667,0.2,0.2,0.2,0.2,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.2,0.2
2011-11-22,0.0,0.2,0.0,0.2,0.3,0.1,0.0,0.0,0.2,0.0,0.0,0.2
