index,Date,Plat,Wfeculent,Wfruit,Wlegume,Wbio,Windustriel,month,match,category,is_saison
4960,2019-09-16,Melon,0.0,1.0,0.0,0,0,9,melon,fruit,True
4962,2019-09-18,Prunes,0.0,1.0,0.0,0,0,9,prune,fruit,True
4965,2011-05-03,Crêpe au fromage,0.5,0.0,0.0,0,0,5,,,False
4966,2019-09-26,Choux rouges bio°,0.0,0.0,1.0,1,0,9,chou,legume,True
4967,2011-05-03,Haricots verts,0.5,0.0,0.5,0,0,5,haricots verts,legume,False
4968,2019-09-26,Pommes rissolées,0.0,0.5,0.0,0,0,9,pomme de terre,legume,True
4971,2011-05-10,Concombres,0.0,0.0,1.0,0,0,5,concombre,legume,True
4972,2019-10-03,Crêpe tomate / mozzarella bio,0.0,0.5,0.5,1,0,10,tomate,fruit,True
4973,2011-05-11,Betteraves cuite,0.0,0.0,1.0,0,0,5,betterave,legume,True
4974,2019-10-04,Riz basmati,1.0,0.0,0.0,0,0,10,riz,feculent,True
4975,2011-05-11,Pommes noisette,0.0,1.0,0.0,0,0,5,pomme de terre,legume,False
4977,2011-05-12,haricots beurre et plats agro,0.5,0.0,0.5,0,0,5,,,False
4978,2019-10-08,Pomme bio°,0.0,1.0,0.0,1,0,10,pomme,fruit,True
4980,2019-10-09,Mogettes,1.0,0.0,0.0,0,0,10,,,False
4982,2019-10-10,Demi-pamplemousse,0.0,1.0,0.0,0,0,10,pamplemousse,fruit,False
4984,2019-10-11,Salade de pdt bio (tomates+concombres),0.0,0.5,0.5,1,0,10,concombre,legume,True
4986,2019-10-14,Marmelade de pommes,0.0,1.0,0.0,0,1,10,pomme,fruit,True
4990,2019-10-18,Raisin,0.0,1.0,0.0,0,0,10,raisin,fruit,True
4991,2011-05-30,haricots beurre,0.5,0.0,0.5,0,0,5,,,False
4992,2019-10-22,Endives / demi oeuf bio°,0.0,0.0,0.5,1,0,10,endive,legume,True
4994,2019-10-24,Petits pois maraîcher,0.0,0.0,1.0,0,0,10,pois,feculent,False
4995,2011-06-07,salade de tomates,0.0,0.5,0.5,0,0,6,tomate,fruit,True
4997,2011-06-07,Riz,1.0,0.0,0.0,0,0,6,riz,feculent,False
4998,2019-10-25,Tarte au citron,0.0,1.0,0.0,0,0,10,citron,fruit,True
5001,2011-06-08,macaron fraise rubharbe,0.0,1.0,0.0,0,0,6,fraise,fruit,True
5004,2019-11-06,Céréales gourmandes bio,0.5,0.0,0.0,1,1,11,,,False
5005,2011-06-30,epinards a la creme,0.0,0.0,1.0,0,0,6,epinards,legume,True
5009,2011-07-20,Choux rouges,0.0,0.0,1.0,0,0,7,chou,legume,False
5014,2019-11-20,Poire,0.0,1.0,0.0,0,0,11,poire,fruit,True
5016,2019-11-21,Timbale de pâtes aux lardons,0.5,0.0,0.0,0,1,11,,,False
5019,2011-07-28,legumes,0.0,0.0,1.0,0,0,7,,,False
5020,2019-12-02,Raviolis de légumes,0.5,0.0,0.5,0,0,12,,,False
5021,2011-07-29,Melon,0.0,1.0,0.0,0,0,7,melon,fruit,True
5023,2011-07-29,Betteraves,0.0,0.0,1.0,0,0,7,betterave,legume,True
5024,2019-12-03,Poire,0.0,1.0,0.0,0,0,12,poire,fruit,True
5026,2019-12-10,"Gratinée de légumes (pdt, carottes, brocolis)",0.0,0.0,1.0,0,0,12,carotte,legume,True
5028,2019-12-17,Crêpe au fromage,0.5,0.0,0.0,0,0,12,,,False
5030,2019-12-20,"Pommes de terre ""sourire""",0.0,1.0,0.0,0,0,12,pomme de terre,legume,True
5031,2011-08-11,Pâtes,0.5,0.0,0.0,0,0,8,,,False
5033,2011-08-19,Epinards,0.0,0.0,1.0,0,0,8,epinards,legume,True
5035,2011-08-22,Pâtes,0.5,0.0,0.0,0,0,8,,,False
5036,2020-01-03,Purée de brocolis,0.0,0.0,1.0,0,0,1,brocoli,legume,False
5038,2020-01-07,Potage tomate/vermicelle,0.0,0.5,0.5,0,0,1,tomate,fruit,False
5039,2011-08-24,salsifis à la tomate,0.0,0.5,0.5,0,0,8,salsifi,legume,True
5040,2020-01-08,Marmelade de pommes,0.0,1.0,0.0,0,1,1,pomme,fruit,True
5041,2011-08-26,Mousseline de potiron,0.0,0.0,1.0,0,0,8,potiron,legume,False
5043,2011-08-31,Pommes noisettes,0.0,1.0,0.0,0,0,8,pomme de terre,legume,False
5044,2020-01-13,Demi-pamplemousse,0.0,1.0,0.0,0,0,1,pamplemousse,fruit,True
5045,2011-08-31,Prunes,0.0,1.0,0.0,0,0,8,prune,fruit,True
5048,2011-09-05,Melon,0.0,1.0,0.0,0,0,9,melon,fruit,True
5049,2011-09-05,Salade verte,0.0,0.0,1.0,0,0,9,salade verte,legume,True
5052,2011-09-12,Poire,0.0,1.0,0.0,0,0,9,poire,fruit,True
5053,2011-09-14,Raisin,0.0,1.0,0.0,0,0,9,raisin,fruit,True
5056,2011-09-19,Carottes 5/1,0.0,0.0,1.0,0,0,9,carotte,legume,True
5058,2011-09-21,Poisson pané/citron,0.0,0.5,0.0,0,1,9,citron,fruit,False
5059,2011-09-28,Kiwi,0.0,1.0,0.0,0,0,9,kiwi,fruit,False
5060,2011-09-29,brocolis ( beurre ail),0.0,0.0,1.0,0,0,9,ail,legume,True
5063,2011-10-05,salade verte,0.0,0.0,1.0,0,0,10,salade verte,legume,True
5066,2011-10-12,Poire,0.0,1.0,0.0,0,0,10,poire,fruit,True
5068,2011-10-20,Pomme bio,0.0,1.0,0.0,1,0,10,pomme,fruit,True
5071,2011-10-27,banane,0.0,1.0,0.0,0,0,10,,,False
5073,2011-11-09,Clémentines,0.0,1.0,0.0,0,0,11,clementine,fruit,False
5077,2011-11-24,chipo de volaille,0.0,0.0,1.0,0,0,11,ail,legume,True
5079,2011-11-29,Kiwi,0.0,1.0,0.0,0,0,11,kiwi,fruit,True
5081,2011-12-07,purée de patate douce,0.5,0.0,0.5,0,0,12,patate douce,legume,False
5082,2011-12-12,jus d'oranges,0.0,1.0,0.0,0,0,12,orange,fruit,True
5084,2011-12-14,Courgettes tomate,0.0,0.5,0.5,0,0,12,courge,legume,True
5085,2011-12-20,citron,0.0,1.0,0.0,0,0,12,citron,fruit,True
5086,2011-12-20,ratatouille maison,0.0,0.0,1.0,0,1,12,,,False
5089,2011-12-26,pamplemousse,0.0,1.0,0.0,0,0,12,pamplemousse,fruit,False
5090,2011-12-27,Petits pois,0.0,0.0,1.0,0,0,12,pois,feculent,True
5093,2012-01-04,Concombres crème,0.0,0.0,1.0,0,0,1,concombre,legume,False
5096,2012-01-10,potage légumes+ croûtons,0.0,0.0,1.0,0,0,1,,,False
5097,2012-01-11,Brocolis,0.0,0.0,1.0,0,0,1,brocoli,legume,False
5098,2012-01-12,carottes râpées bio,0.0,0.0,0.5,1,0,1,carotte,legume,True
5100,2012-01-17,Choux rouges bio,0.0,0.0,1.0,1,0,1,chou,legume,True
5102,2012-01-19,"salade de blé (blé, maïs, tomates)",0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,1,tomate,fruit,False
5106,2012-01-24,Pomme bio,0.0,1.0,0.0,1,0,1,pomme,fruit,True
5109,2012-01-27,Tagliatelles ultra résistantes Panzani plus,1.0,0.0,0.0,0,0,1,,,False
5110,2012-01-30,salade verte,0.0,0.0,1.0,0,0,1,salade verte,legume,True
5111,2012-01-30,Flan caramel,0.5,0.0,0.0,0,1,1,,,False
5112,2012-02-06,salsifis creme,0.0,0.0,1.0,0,0,2,salsifi,legume,True
5116,2012-02-21,taboulé,0.5,0.0,0.5,0,0,2,,,False
5118,2012-02-22,Choux rouges bio,0.0,0.0,1.0,1,0,2,chou,legume,False
5119,2012-02-22,haricots verts,0.5,0.0,0.5,0,0,2,haricots verts,legume,False
5121,2012-02-29,Flageolet de vendée,0.0,0.0,1.0,0,0,2,,,False
5122,2012-02-29,Cocktail de fruits,0.0,0.5,0.5,0,0,2,ail,legume,True
5123,2012-03-06,Haricots verts,0.5,0.0,0.5,0,0,3,haricots verts,legume,False
5124,2012-03-06,Ananas,0.0,1.0,0.0,0,0,3,,,False
5125,2012-03-08,purée de p de terre,1.0,0.0,0.0,0,0,3,,,False
5128,2012-03-14,Semoule,1.0,0.0,0.0,0,0,3,,,False
5129,2012-03-19,Pamplemousse,0.0,1.0,0.0,0,0,3,pamplemousse,fruit,True
5130,2012-03-21,Choux rouges au thon,0.0,0.0,0.5,0,0,3,chou,legume,True
5131,2012-03-21,Riz au lait??,0.5,0.0,0.0,0,0,3,riz,feculent,False
5132,2012-03-23,Orange,0.0,1.0,0.0,0,0,3,orange,fruit,True
5134,2012-03-26,salade verte,0.0,0.0,1.0,0,0,3,salade verte,legume,True
5136,2012-03-28,Pâtes,0.5,0.0,0.0,0,0,3,,,False
5138,2012-04-03,merguez de volaille,0.0,0.0,0.5,0,0,4,ail,legume,True
5141,2012-04-12,Concombres,0.0,0.0,1.0,0,0,4,concombre,legume,True
5143,2012-04-17,Salade aux noix,0.0,0.5,0.5,0,0,4,noix,fruit,False
5144,2012-04-18,Fromage blanc / fraises,0.0,0.5,0.0,0,0,4,fraise,fruit,False
5145,2012-04-19,Gaspacho,0.0,0.0,1.0,0,0,4,,,False
5150,2012-05-07,Riz,1.0,0.0,0.0,0,0,5,riz,feculent,False
5151,2012-05-10,haricots beurre et plats,0.5,0.0,0.5,0,0,5,,,False
5153,2012-05-15,pommes noisette,0.0,1.0,0.0,0,0,5,pomme de terre,legume,False
5155,2012-05-21,salade verte,0.0,0.0,1.0,0,0,5,salade verte,legume,True
5157,2012-05-23,Banane,0.0,1.0,0.0,0,0,5,,,False
5158,2012-05-24,Concombres,0.0,0.0,1.0,0,0,5,concombre,legume,True
5159,2012-05-29,pastèque,0.0,1.0,0.0,0,0,5,pasteque,fruit,False
5160,2012-05-30,Choux fleurs béchamel,0.0,0.0,1.0,0,0,5,chou,legume,False
5161,2012-05-31,Compote de pomme,0.0,1.0,0.0,0,1,5,pomme,fruit,False
5162,2012-06-01,Carottes vichy,0.0,0.0,1.0,0,0,6,carotte,legume,True
5163,2012-06-06,Concombres,0.0,0.0,1.0,0,0,6,concombre,legume,True
5164,2012-06-07,Petits pois cuisinés,0.0,0.0,1.0,0,0,6,pois,feculent,True
5165,2012-06-08,tarte saumon / epinards,0.0,0.0,0.5,0,0,6,epinards,legume,True
5166,2012-06-08,salade verte,0.0,0.0,1.0,0,0,6,salade verte,legume,True
5167,2012-06-12,Tarte aux poireaux educalim,0.0,0.5,0.5,0,0,6,poireau,legume,False
5169,2012-06-13,Carottes,0.0,0.0,1.0,0,0,6,carotte,legume,True
5170,2012-06-14,Gaspacho,0.0,0.0,1.0,0,0,6,,,False
5171,2012-06-18,Melon1/8,0.0,1.0,0.0,0,0,6,melon,fruit,True
5172,2012-06-18,Raviolis,1.0,0.0,0.0,0,0,6,,,False
5173,2012-06-22,Batonnière de légumes agro,0.0,0.0,1.0,0,0,6,,,False
5174,2012-06-25,Riz,1.0,0.0,0.0,0,0,6,riz,feculent,False
5175,2012-06-25,salade de fruits frais,0.0,0.5,0.5,0,0,6,,,False
5176,2012-06-26,Purée de carottes agro,0.0,0.0,1.0,0,0,6,carotte,legume,True
5180,2012-07-02,Pâtes à la bolognaise,0.25,0.0,0.25,0,0,7,,,False
5182,2012-07-04,Salade aux noix,0.0,0.5,0.5,0,0,7,noix,fruit,False
5184,2012-07-06,pomme vapeur,0.0,1.0,0.0,0,0,7,pomme de terre,legume,False
5186,2012-07-09,Salade verte au thon,0.0,0.0,0.5,0,0,7,salade verte,legume,True
5189,2012-07-12,Banane,0.0,1.0,0.0,0,0,7,,,False
5192,2012-07-19,Tarte aux pommes,0.0,1.0,0.0,0,0,7,pomme,fruit,False
5193,2012-07-23,Pizza,0.5,0.0,0.5,0,0,7,,,False
5194,2012-07-23,Sauté de dinde à l'ananas,0.0,0.5,0.0,0,0,7,,,False
5196,2012-07-26,Pastèque,0.0,1.0,0.0,0,0,7,pasteque,fruit,False
5197,2012-08-02,Eclair,0.5,0.0,0.0,0,1,8,,,False
5198,2012-08-03,Melon,0.0,1.0,0.0,0,0,8,melon,fruit,True
5199,2012-08-03,parmentier de poisson,0.5,0.0,0.0,0,0,8,pois,feculent,True
5201,2012-08-13,Melon,0.0,1.0,0.0,0,0,8,melon,fruit,True
5202,2012-08-14,Nectarine,0.0,1.0,0.0,0,0,8,nectarine,fruit,True
5203,2012-08-20,concombres,0.0,0.0,1.0,0,0,8,concombre,legume,True
5205,2012-08-24,salade de tomates,0.0,0.5,0.5,0,0,8,tomate,fruit,True
5206,2012-08-28,Haricots beurre,0.5,0.0,0.5,0,0,8,,,False
5207,2012-08-29,abricots secs,0.0,1.0,0.0,0,0,8,abricot,fruit,True
5210,2012-09-05,salade de tomates,0.0,0.5,0.5,0,0,9,tomate,fruit,True
5211,2012-09-05,Poire,0.0,1.0,0.0,0,0,9,poire,fruit,True
5213,2012-09-06,Chili de légumes,0.0,0.0,1.0,0,0,9,,,False
5216,2012-09-13,Salade au thon,0.0,0.0,0.5,0,0,9,,,False
5218,2012-09-20,Brocolis,0.0,0.0,1.0,0,0,9,brocoli,legume,True
5219,2012-09-20,Pomme,0.0,1.0,0.0,0,0,9,pomme,fruit,True
5220,2012-09-21,salade verte,0.0,0.0,1.0,0,0,9,salade verte,legume,True
5221,2012-09-25,Choux rouges bio,0.0,0.0,1.0,1,0,9,chou,legume,True
5223,2012-10-02,Raisin,0.0,1.0,0.0,0,0,10,raisin,fruit,True
5225,2012-10-09,Lasagnes,0.3333333333333333,0.0,0.3333333333333333,0,0,10,,,False
5226,2012-10-15,Radis / beurre,0.0,0.0,1.0,0,0,10,radis,legume,True
5227,2012-10-16,Haricots beurre,0.5,0.0,0.5,0,0,10,,,False
5228,2012-10-23,Concombres à la crème,0.0,0.0,1.0,0,0,10,concombre,legume,True
5229,2012-10-25,Mogettes,1.0,0.0,0.0,0,0,10,,,False
5230,2012-10-29,Semoule,1.0,0.0,0.0,0,0,10,,,False
5231,2012-10-30,Brocolis,0.0,0.0,1.0,0,0,10,brocoli,legume,True
5233,2012-10-31,Cocktail de fruits au sirop,0.0,0.5,0.5,0,0,10,ail,legume,True
5234,2012-11-06,Timbale de pâtes,0.5,0.0,0.0,0,1,11,,,False
5237,2012-11-12,Salade verte / demi-œuf,0.0,0.0,0.5,0,0,11,salade verte,legume,True
5239,2012-11-26,Hachis parmentier,0.5,0.0,0.0,0,1,11,,,False
5240,2012-11-27,petits pois,0.0,0.0,1.0,0,0,11,pois,feculent,False
5242,2012-11-29,Eclair chocolat,0.5,0.0,0.0,0,1,11,,,False
5245,2012-12-04,Kiwi bio,0.0,1.0,0.0,1,0,12,kiwi,fruit,True
5248,2012-12-06,pâtes,0.5,0.0,0.0,0,1,12,,,False
5249,2012-12-07,"salade de blé bio (blé bio, tomates, maïs)",0.3333333333333333,0.3333333333333333,0.3333333333333333,1,0,12,tomate,fruit,False
5251,2012-12-13,Haricots beurre,0.5,0.0,0.5,0,0,12,,,False
5254,2012-12-20,Pommes duchesse  0.268 €,0.0,1.0,0.0,0,0,12,pomme de terre,legume,True
5255,2012-12-21,Carottes à la crème,0.0,0.0,1.0,0,0,12,carotte,legume,True
5258,2012-12-26,Fromage blanc / abricots secs,0.0,0.5,0.0,0,0,12,abricot,fruit,False
5259,2012-12-27,"Salade de pommes de terre (Pommes de terre, tomates, concombres)",0.0,0.5,0.5,0,0,12,pomme de terre,legume,True
5265,2013-09-06,Melon,0.0,1.0,0.0,0,0,9,melon,fruit,True
5266,2013-09-09,Petits pois maraîcher,0.0,0.0,1.0,0,0,9,pois,feculent,False
5267,2013-09-09,Pomme,0.0,1.0,0.0,0,0,9,pomme,fruit,True
5268,2013-09-13,Bolognaise de légumes,0.0,0.0,1.0,0,0,9,,,False
5269,2013-09-16,Choux fleurs au gratin bonduelle,0.0,0.0,1.0,0,0,9,chou,legume,True
5270,2013-09-23,salade verte,0.0,0.0,1.0,0,0,9,salade verte,legume,True
5272,2013-09-24,gateaux yuzu,0.0,1.0,0.0,0,1,9,,,False
5273,2013-09-26,Tarte pomme/rhubarbe,0.0,0.3333333333333333,0.3333333333333333,0,0,9,pomme,fruit,True
5274,2013-09-30,Sauté de porc aux pruneaux,0.0,0.5,0.0,0,0,9,prune,fruit,True
5276,2013-10-04,Raisin,0.0,1.0,0.0,0,0,10,raisin,fruit,True
5277,2013-10-07,pomelos rosé,0.0,1.0,0.0,0,0,10,,,False
5281,2013-10-17,Mâche aux noix,0.0,0.5,0.5,0,0,10,mâche,legume,True
5283,2013-10-22,Carottes râpées,0.0,0.0,0.5,0,0,10,carotte,legume,True
5286,2013-10-29,pamplemousse vert,0.0,1.0,0.0,0,0,10,pamplemousse,fruit,False
5288,2013-10-31,Carottes,0.0,0.0,1.0,0,0,10,carotte,legume,True
5289,2013-11-06,Haricots verts,0.5,0.0,0.5,0,0,11,haricots verts,legume,False
5290,2013-11-08,Poire,0.0,1.0,0.0,0,0,11,poire,fruit,True
5293,2013-11-19,ratatouille maison,0.0,0.0,1.0,0,1,11,,,False
5295,2013-11-22,Chili de légumes,0.0,0.0,1.0,0,0,11,,,False
5299,2013-12-02,Lasagnes,0.3333333333333333,0.0,0.3333333333333333,0,0,12,,,False
5300,2013-12-04,Poire,0.0,1.0,0.0,0,0,12,poire,fruit,True
5302,2013-12-09,purée de légumes verts,0.0,0.0,1.0,0,0,12,,,False
5304,2013-12-16,Avocat/tomate/maïs,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,12,tomate,fruit,False
5306,2013-12-20,abricots,0.0,1.0,0.0,0,0,12,abricot,fruit,False
5307,2013-12-27,Riz,1.0,0.0,0.0,0,0,12,riz,feculent,False
5308,2013-12-30,Eclair,0.5,0.0,0.0,0,1,12,,,False
5309,2014-01-07,lentilles cuisinés (boîtes),0.5,0.0,0.5,0,0,1,,,False
5310,2014-01-07,Maxi gervais Fruits rouges,0.0,0.5,0.0,0,0,1,,,False
5312,2014-01-10,concombre,0.0,0.0,1.0,0,0,1,concombre,legume,False
5317,2014-01-20,Pâtes à la bolognaise,0.25,0.0,0.25,0,0,1,,,False
5319,2014-01-23,Purée de légumes verts,0.0,0.0,1.0,0,0,1,,,False
5322,2014-01-28,Liégeois chocolat,0.5,0.0,0.0,0,1,1,,,False
5324,2014-02-03,grillé aux fruits,0.0,1.0,0.0,0,0,2,,,False
5325,2014-02-06,Concombres,0.0,0.0,1.0,0,0,2,concombre,legume,False
5327,2014-02-12,Mâche au surimi,0.0,0.0,0.5,0,1,2,mâche,legume,True
5330,2014-02-17,salade de pâtes agro confites,0.3333333333333333,0.0,0.3333333333333333,0,1,2,,,False
5333,2014-02-20,Riz,1.0,0.0,0.0,0,0,2,riz,feculent,False
5335,2014-02-27,Courgettes à la tomate,0.0,0.5,0.5,0,0,2,courge,legume,False
5340,2014-03-10,Petits pois,0.0,0.0,1.0,0,0,3,pois,feculent,False
5341,2014-03-12,Pâtes,0.5,0.0,0.0,0,0,3,,,False
5342,2014-03-19,Salade au surimi,0.0,0.0,0.5,0,1,3,,,False
5344,2014-03-21,Palets brocolis/carottes,0.0,0.0,1.0,0,0,3,carotte,legume,True
5346,2014-03-26,Nuggets de volaille,0.0,0.0,1.0,0,0,3,ail,legume,True
5347,2014-03-27,Endives/demi-œuf (educalim),0.0,0.0,0.5,0,0,3,endive,legume,True
5348,2014-03-28,Courgettes à la tomate,0.0,0.5,0.5,0,0,3,courge,legume,False
5350,2014-04-04,Brocolis à la crème,0.0,0.0,1.0,0,0,4,brocoli,legume,False
5354,2014-04-09,Concombres à la crème,0.0,0.0,1.0,0,0,4,concombre,legume,True
5356,2014-04-10,Purée de légumes verts,0.0,0.0,1.0,0,0,4,,,False
5357,2014-04-11,Pomme,0.0,1.0,0.0,0,0,4,pomme,fruit,True
5359,2014-04-15,"Salade de pommes de terre (pommes de terre, tomates, concombres)",0.0,0.5,0.5,0,0,4,pomme de terre,legume,False
5360,2014-04-15,Palets brocolis/carottes,0.0,0.0,1.0,0,0,4,carotte,legume,True
5361,2014-04-17,Salade verte/surimi,0.0,0.0,0.5,0,1,4,salade verte,legume,True
5362,2014-04-22,Pommes noisette,0.0,1.0,0.0,0,0,4,pomme de terre,legume,False
5364,2014-04-28,Radis/beurre,0.0,0.0,1.0,0,0,4,radis,legume,True
5365,2014-04-29,Kiwi,0.0,1.0,0.0,0,0,4,kiwi,fruit,False
5367,2014-05-05,riz ratatouille,1.0,0.0,0.0,0,1,5,riz,feculent,False
5368,2014-05-06,Brocolis,0.0,0.0,1.0,0,0,5,brocoli,legume,False
5369,2014-05-09,Carottes à la crème,0.0,0.0,1.0,0,0,5,carotte,legume,True
5371,2014-05-13,Petits pois,0.0,0.0,1.0,0,0,5,pois,feculent,False
5372,2014-05-16,Endives /demi-œuf educalim,0.0,0.0,0.5,0,0,5,endive,legume,False
5373,2014-05-19,Concombres vgte,0.0,0.0,1.0,0,0,5,concombre,legume,True
5374,2014-05-19,Palet brocolis/carottes,0.0,0.0,1.0,0,0,5,carotte,legume,True
5375,2014-05-19,Beignet pomme,0.0,1.0,0.0,0,1,5,pomme,fruit,False
5377,2014-06-02,Melon,0.0,1.0,0.0,0,0,6,melon,fruit,True
5378,2014-06-04,Taboulé,0.5,0.0,0.5,0,0,6,,,False
5380,2014-06-05,Lentilles,0.5,0.0,0.5,0,0,6,,,False
5383,2014-06-11,Banane,0.0,1.0,0.0,0,0,6,,,False
5387,2014-06-19,Pommes potatoes,0.0,1.0,0.0,0,0,6,pomme de terre,legume,False
5388,2014-06-26,Semoule de couscous SMR,1.0,0.0,0.0,0,0,6,,,False
5390,2014-07-02,Cocktail de fruits,0.0,0.5,0.5,0,0,7,ail,legume,True
5393,2014-07-07,Salade verte,0.0,0.0,1.0,0,0,7,salade verte,legume,True
5394,2014-07-09,Nectarine,0.0,1.0,0.0,0,0,7,nectarine,fruit,True
5396,2014-07-23,Tarte normande aux pommes,0.0,1.0,0.0,0,0,7,pomme,fruit,False
5397,2014-07-24,Pastèque,0.0,1.0,0.0,0,0,7,pasteque,fruit,False
5401,2014-08-05,Couscous merguez/semoule,0.5,0.0,0.0,0,0,8,,,False
5403,2014-08-11,Salade,0.0,0.0,1.0,0,0,8,,,False
5404,2014-08-11,Pâtes à la bolognaise,0.25,0.0,0.25,0,0,8,,,False
5408,2014-08-29,Beignet pomme,0.0,1.0,0.0,0,1,8,pomme,fruit,True
5410,2014-09-03,Concombres,0.0,0.0,1.0,0,0,9,concombre,legume,True
5411,2014-09-05,raisin chasselas,0.0,1.0,0.0,0,0,9,raisin,fruit,True
5414,2014-09-10,Crêpe au fromage,0.5,0.0,0.0,0,0,9,,,False
5416,2014-09-12,Prunes Reine-Claude,0.0,1.0,0.0,0,0,9,prune,fruit,True
5422,2014-09-25,Betteraves bio ?,0.0,0.0,1.0,1,0,9,betterave,legume,True
5425,2014-09-30,Raisin muscat,0.0,1.0,0.0,0,0,9,raisin,fruit,True
5426,2014-10-01,Poire,0.0,1.0,0.0,0,0,10,poire,fruit,True
5429,2014-10-03,Maxi Gervais aux fruits,0.0,0.5,0.0,0,0,10,,,False
5430,2014-10-08,Betteraves cube,0.0,0.0,1.0,0,0,10,betterave,legume,True
5432,2014-10-13,Pomme bio,0.0,1.0,0.0,1,0,10,pomme,fruit,True
5433,2014-10-15,Salade de pâtes aux tomates confites,0.25,0.25,0.25,0,1,10,tomate,fruit,True
5435,2014-10-21,Saucisse de volaille bio,0.0,0.0,0.5,1,0,10,ail,legume,True
5438,2014-10-24,Salade carnaval,0.0,0.0,1.0,0,0,10,,,False
5439,2014-10-29,Salsifis provençal,0.0,0.0,1.0,0,0,10,salsifi,legume,True
5440,2014-11-03,Petits pois,0.0,0.0,1.0,0,0,11,pois,feculent,False
5441,2014-11-04,Gratin de choux fleurs agro,0.0,0.0,1.0,0,0,11,chou,legume,True
5444,2014-11-10,Potage potiron,0.0,0.0,1.0,0,0,11,potiron,legume,True
5446,2014-11-12,Pâtes tortis,0.5,0.0,0.0,0,0,11,,,False
5450,2014-11-25,Frites,1.0,0.0,0.0,0,1,11,,,False
5451,2014-11-25,Flan caramel,0.5,0.0,0.0,0,1,11,,,False
5453,2014-12-05,lentilles cuisinées,0.5,0.0,0.5,0,0,12,,,False
5455,2014-12-09,Petits pois 5/1,0.0,0.0,1.0,0,0,12,pois,feculent,True
5456,2014-12-09,banane,0.0,1.0,0.0,0,0,12,,,False
5457,2014-12-10,Tagliatelles,1.0,0.0,0.0,0,0,12,,,False
5463,2014-12-24,jus d'orange,0.0,1.0,0.0,0,0,12,orange,fruit,True
5465,2014-12-26,Compote de pomme,0.0,1.0,0.0,0,1,12,pomme,fruit,True
5466,2014-12-29,Potage légumes,0.0,0.0,1.0,0,0,12,,,False
5468,2014-12-31,purée 4 légumes verts,0.0,0.0,1.0,0,0,12,,,False
5469,2015-01-02,salade blé et betterave,0.5,0.0,0.5,0,0,1,betterave,legume,True
5471,2015-01-07,Choux rouges / surimi,0.0,0.0,0.5,0,1,1,chou,legume,True
5474,2015-01-12,Haricots beurre 5/1 + Flageolets,0.5,0.0,0.5,0,0,1,,,False
5477,2015-01-16,Chili de légumes,0.0,0.0,1.0,0,0,1,,,False
5479,2015-01-23,Frites,1.0,0.0,0.0,0,1,1,,,False
5481,2015-01-28,Lentilles bio,0.5,0.0,0.5,1,0,1,,,False
5483,2015-01-30,Taboulé,0.5,0.0,0.5,0,0,1,,,False
5484,2015-02-02,Mâche aux noix,0.0,0.5,0.5,0,0,2,mâche,legume,True
5485,2015-02-04,Potage tomate/vermicelle,0.0,0.5,0.5,0,0,2,tomate,fruit,False
5486,2015-02-04,Petits pois,0.0,0.0,1.0,0,0,2,pois,feculent,False
5490,2015-02-16,Pomme,0.0,1.0,0.0,0,0,2,pomme,fruit,True
5491,2015-02-24,Ananas,0.0,1.0,0.0,0,0,2,,,False
5494,2015-02-26,Mogettes,1.0,0.0,0.0,0,0,2,,,False
5495,2015-02-27,Pommes rissolées,0.0,0.5,0.0,0,0,2,pomme de terre,legume,True
5496,2015-03-02,Pâtes tortis à la bolognaise,0.5,0.0,0.0,0,0,3,,,False
5497,2015-03-03,Endives au thon,0.0,0.0,0.5,0,0,3,endive,legume,True
5498,2015-03-04,riz barquette,0.5,0.0,0.0,0,0,3,riz,feculent,False
5499,2015-03-05,tarte normande aux pommes,0.0,1.0,0.0,0,0,3,pomme,fruit,True
5501,2015-03-10,Pamplemousse,0.0,1.0,0.0,0,0,3,pamplemousse,fruit,True
5503,2015-03-16,Flan caramel,0.5,0.0,0.0,0,1,3,,,False
5505,2015-03-18,Riz,1.0,0.0,0.0,0,0,3,riz,feculent,False
5506,2015-03-19,Pizza,0.5,0.0,0.5,0,0,3,,,False
5507,2015-03-20,Eclair chocolat,0.5,0.0,0.0,0,1,3,,,False
5508,2015-03-23,Haché de volaille,0.0,0.0,1.0,0,0,3,ail,legume,True
5510,2015-03-26,Brocolis,0.0,0.0,1.0,0,0,3,brocoli,legume,False
5512,2015-04-01,Ananas,0.0,1.0,0.0,0,0,4,,,False
5515,2015-04-03,Orange,0.0,1.0,0.0,0,0,4,orange,fruit,False
5519,2015-04-09,Compote 5/1,0.0,1.0,0.0,0,1,4,,,False
5520,2015-04-10,Epinards,0.0,0.0,1.0,0,0,4,epinards,legume,True
5523,2015-04-16,Liégeois chocolat,0.5,0.0,0.0,0,1,4,,,False
5524,2015-04-20,Petits pois,0.0,0.0,1.0,0,0,4,pois,feculent,False
5525,2015-04-21,Pamplemousse,0.0,1.0,0.0,0,0,4,pamplemousse,fruit,True
5526,2015-04-21,salade verte,0.0,0.0,1.0,0,0,4,salade verte,legume,True
5528,2015-05-05,Pommes rissolées,0.0,0.5,0.0,0,0,5,pomme de terre,legume,False
