Date,Plat,category,isPresent
2015-10-22,Haricots verts,feculent,True
2015-10-23,Riz,feculent,True
2015-10-29,Ecrasée de p de terre,feculent,True
2015-11-06,râble de lapin aux herbes,feculent,True
2015-11-20,hachis parmentier maison,feculent,True
2015-11-25,Tortillas,feculent,True
2015-11-27,Crêpe au fromage,feculent,True
2015-12-02,Haricots beurre,feculent,True
2015-12-08,Flan choco,feculent,True
2015-12-17,Potatoes Wedg Skin,feculent,True
2016-01-08,Galette des rois avec chocolat,feculent,True
2016-01-13,Galette des rois,feculent,True
2016-01-19,"Salade de lentilles bio (Lentilles bio,maïs, surimi)",feculent,True
2016-03-07,riz basmati,feculent,True
2016-03-09,Crème anglaise/biscuit,feculent,True
2016-03-14,Pizza,feculent,True
2016-03-31,Raviolis 5/1,feculent,True
2016-04-13,Riz au lait bio,feculent,True
2016-04-18,Paëlla,feculent,True
2016-04-20,Tagliatelles,feculent,True
2016-04-25,Pâtes à la Bolognaise avec égrené BBC,feculent,True
2016-05-24,Poêlée rustique,feculent,True
2016-06-23,Lasagnes,feculent,True
2016-06-29,Tagliatelles au saumon,feculent,True
2016-08-29,Raviolis de légumes ???,feculent,True
2016-09-23,Ratatouille/blé bio,feculent,True
2016-10-21,Riz basmati,feculent,True
2016-11-08,Frites,feculent,True
2016-11-18,Salade de pâtes Napoli,feculent,True
2016-12-01,Crêpe au fromage,feculent,True
2016-12-15,MELANGE DE TROIS RIZ,feculent,True
2017-01-24,Riz basmati,feculent,True
2017-02-06,Salade de maïs et betteraves,feculent,True
2017-02-09,Tartiflette aux lardons,feculent,True
2017-02-10,MUFFIN'S,feculent,True
2017-03-20,"Salade de blé bio ( blé bio, mais, tomates )",feculent,True
2017-03-20,"Poêlée de légumes (carottes, haricots verts, pdt, brocolis)",feculent,True
2017-07-05,Haricots verts/haricots beurre,feculent,True
2017-07-20,Frites,feculent,True
2017-07-31,Flan caramel,feculent,True
2017-08-02,Riz,feculent,True
2017-08-07,Fondant au chocolat,feculent,True
2017-08-22,Céréales gourmandes bio,feculent,True
2017-09-01,Crêpe au fromage,feculent,True
2017-09-06,Riz,feculent,True
2017-09-14,Frites,feculent,True
2017-09-18,Gateau cheesecake°,feculent,True
2017-10-03,Flan caramel,feculent,True
2017-10-17,Raviolis de légumes,feculent,True
2017-11-08,"Salade de lentilles bio (lentilles bio, tomates, concombres)",feculent,True
2017-11-24,Haricots verts,feculent,True
2017-12-29,Riz,feculent,True
2018-01-09,Flan au chocolat,feculent,True
2018-01-17,Salade de pâtes Napoli,feculent,True
2018-01-26,Eclair au chocolat,feculent,True
2018-02-05,Fondant au chocolat,feculent,True
2018-03-01,Salade de pâtes Napoli,feculent,True
2018-03-05,Taboulé,feculent,True
2018-03-14,Riz,feculent,True
2018-03-28,Haricots verts/haricots beurre,feculent,True
2018-04-27,Chili de légumes au tofu bio riz,feculent,True
2018-07-06,"Salade composée au mini farballes et thon (pâtes, thon maïs)",feculent,True
2018-07-18,Gaspacho / croûtons,feculent,True
2018-08-17,"Salade de riz (riz, maïs, carottes, poivrons)",feculent,True
2018-08-20,Pizza,feculent,True
2018-09-05,Beignet au chocolat,feculent,True
2018-09-07,Riz et sauce tomate,feculent,True
2018-09-11,Pâtes,feculent,True
2018-09-28,Salade de pâtes Napoli,feculent,True
2018-11-19,Biscuit petit palmier,feculent,True
2019-01-23,Galette des rois,feculent,True
2019-01-31,"Salade de riz (riz, maïs, carottes, poivrons)",feculent,True
2019-02-07,Crêpe au sucre,feculent,True
2019-03-04,Madeleine,feculent,True
2019-03-06,Lasagnes végétales,feculent,True
2019-03-07,Salade de pâtes Napoli,feculent,True
2019-03-11,Tarte végétale aux lentilles,feculent,True
2019-03-15,"Salade de riz (riz, maïs, carottes, poivrons)",feculent,True
2019-03-21,Riz et sauce tomate,feculent,True
2019-04-03,Riz au lait bio,feculent,True
2019-04-16,Frites,feculent,True
2019-04-24,Haricots verts,feculent,True
2019-05-07,Crêpe au fromage,feculent,True
2019-05-10,Riz / sarrasin,feculent,True
2019-06-03,Lasagnes* napolitaines,feculent,True
2019-06-06,"Poêlée de légumes (carottes, haricots verts, pdt, brocolis)",feculent,True
2019-06-18,Fondant au chocolat,feculent,True
2019-06-21,Marmite du Perray,feculent,True
2019-07-02,Ratatouille/ ble bio  maison,feculent,True
2019-07-03,Salade de pâtes Napoli,feculent,True
2019-07-10,Frites,feculent,True
2019-08-12,Pizza,feculent,True
2019-08-21,Flan caramel,feculent,True
2019-08-28,Mogettes,feculent,True
2019-09-03,Lentilles bio,feculent,True
2019-09-17,Riz basmati,feculent,True
2019-10-15,Hachis Parmentier*,feculent,True
2019-10-16,Crêpe au fromage,feculent,True
2019-10-30,Eclair au chocolat,feculent,True
2019-11-28,Haricots verts/haricots beurre,feculent,True
2019-12-16,Falafels bio aux pois chiches et patate douce sauce tomate,feculent,True
2019-12-20,Marmite du Perray,feculent,True
2019-12-24,Semoule bio,feculent,True
2019-12-30,Flan caramel,feculent,True
2011-01-11,haricots verts,feculent,True
2011-01-19,semoule de couscous aux raisins,feculent,True
2011-01-25,Frites,feculent,True
2011-01-27,salade de pâtes aux tomates confites,feculent,True
2011-02-11,salade de pomme de terre,feculent,True
2011-02-17,Haricots beurre et plats,feculent,True
2011-02-18,Salade de lentilles,feculent,True
2011-02-18,"Lentilles, tomates, maïs",feculent,True
2011-03-17,"maïs, tomate1/8",feculent,True
2011-04-04,purée de p de terre,feculent,True
2011-04-11,Biscuit du Blavet sans DLUO,feculent,True
2011-04-21,Frites,feculent,True
2011-05-12,"salade de blé bio (blé, tomate, maïs)",feculent,True
2011-05-19,Pizza,feculent,True
2011-05-20,gratin de p de terr maison,feculent,True
2011-06-15,haricots verts,feculent,True
2011-07-06,Taboulé,feculent,True
2011-07-11,Timbale de pâtes au jambon,feculent,True
2011-08-09,"Salade au quinoa (Quinoa, tomates, concombres )",feculent,True
2011-09-01,Salade de pâtes au thon (saladette),feculent,True
2011-09-28,Pâtes,feculent,True
2011-10-12,"Lentilles bio ""maison""",feculent,True
2011-11-03,Lasagnes,feculent,True
2011-11-04,"Salade de riz maison (riz, mais, tomate)",feculent,True
2011-11-07,Hachis parmentier,feculent,True
2011-11-09,Pâtes,feculent,True
2011-11-21,coquillette,feculent,True
2011-12-23,liégeois,feculent,True
2012-02-02,Haricots beurre,feculent,True
2012-02-02,Crêpe au sucre,feculent,True
2012-02-23,Timbale de pâtes au jambon,feculent,True
2012-03-06,Salade de pâtes,feculent,True
2012-03-07,Eclair choco,feculent,True
2012-04-04,Crêpe au fromage,feculent,True
2012-04-05,semoule,feculent,True
2012-05-02,pain perdu,feculent,True
2012-05-07,Flan caramel,feculent,True
2012-05-09,Blé / ratatouille,feculent,True
2012-05-21,Lasagnes,feculent,True
2012-06-22,taboulé,feculent,True
2012-06-27,Eclair,feculent,True
2012-06-28,Lentilles bio,feculent,True
2012-07-04,Riz,feculent,True
2012-07-16,Riz basmati,feculent,True
2012-08-28,"Salade de lentilles (Lentilles, tomates, maïs)",feculent,True
2012-08-29,Pâtes à la bolognaise,feculent,True
2012-09-06,Riz basmati,feculent,True
2012-09-07,Compote / biscuit,feculent,True
2012-09-14,"Salade de riz (Riz, tomate, concombres)",feculent,True
2012-09-25,Flan caramel,feculent,True
2012-09-26,"Salade de blé bio (Blé, betteraves, œuf)",feculent,True
2012-10-17,Rizotto à la tomate,feculent,True
2012-12-05,Semoule au lait,feculent,True
2012-12-24,Riz basmati,feculent,True
2012-12-28,Crumble de légumes,feculent,True
2013-01-07,lasagne / parmentier,feculent,True
2013-01-09,chili con carné,feculent,True
2013-09-12,"Blé , tomate,concombre",feculent,True
2013-09-23,Lasagnes,feculent,True
2013-10-07,hachis parmentier,feculent,True
2013-11-12,Riz,feculent,True
2014-01-06,Hachis Parmentier,feculent,True
2014-01-22,Riz,feculent,True
2014-01-23,Lentilles/maïs/tomates,feculent,True
2014-02-25,raclette crumble,feculent,True
2014-03-07,Ratatouille /riz,feculent,True
2014-03-19,Liégeois choco,feculent,True
2014-04-04,Eclair chocolat,feculent,True
2014-04-11,Riz basmati,feculent,True
2014-04-25,flan,feculent,True
2014-04-28,Pâtes à la bolognaise (Tàl'assiette),feculent,True
2014-05-07,Frites,feculent,True
2014-05-27,Salade de riz agro Collet,feculent,True
2014-06-12,Paëlla,feculent,True
2014-06-20,Haricots verts bio Naturdis,feculent,True
2014-07-16,Hachis parmentier,feculent,True
2014-07-30,Chips,feculent,True
2014-07-31,Lasagnes,feculent,True
2014-08-18,Liégeois chocolat,feculent,True
2014-09-09,Pizza,feculent,True
2014-09-17,Pâtes,feculent,True
2014-09-23,Pâtes aux tomates confites,feculent,True
2014-09-26,Riz basmati,feculent,True
2014-10-24,Riz au lait bio,feculent,True
2014-10-30,Flan caramel,feculent,True
2014-11-26,Riz,feculent,True
2014-12-02,"Salade carnaval (maïs, tomate, concombres)",feculent,True
2014-12-18,potatoes wedg skin,feculent,True
2015-01-05,Hachis parmentier,feculent,True
2015-03-12,Riz,feculent,True
2015-04-09,Raviolis 5/1,feculent,True
2015-05-04,Lasagnes,feculent,True
2015-06-10,Mogettes,feculent,True
2015-06-16,"Salade de blé bio (Blé bio, tomates, maïs)",feculent,True
2015-07-01,et épeautre,feculent,True
2015-07-06,Lasagnes,feculent,True
2015-08-12,Semoule au lait,feculent,True
2015-08-13,Frites,feculent,True
2015-08-17,Haricots beurre,feculent,True
2015-08-17,Moelleux au chocolat,feculent,True
2015-09-04,Gratin de p de terre,feculent,True
2015-09-08,tagliatelles,feculent,True
2015-09-30,Purée de patate douce,feculent,True
2015-10-08,Raviolis 5/1,feculent,True
2015-10-21,Palet choco,feculent,True
2015-11-04,Pâtes,feculent,True
2015-11-12,Flan caramel,feculent,True
2015-11-18,Riz,feculent,True
2015-11-23,Lasagnes,feculent,True
2016-01-06,Blé BIO,feculent,True
2016-01-12,Pizza,feculent,True
2016-01-20,Riz,feculent,True
2016-02-02,Crêpe /confiture muroise bio,feculent,True
2016-02-15,Haricots verts,feculent,True
2016-02-22,Lasagnes,feculent,True
2016-03-18,Pâtes bio,feculent,True
2016-04-15,Poêlée méditerranéenne,feculent,True
2016-04-15,Poéléé tipiak,feculent,True
2016-05-26,Flan caramel,feculent,True
2016-06-09,Tagliatelles,feculent,True
2016-06-28,Raviolis,feculent,True
2016-08-17,Eclair chocolat,feculent,True
2016-09-09,Salade de pâtes Napoli,feculent,True
2016-09-13,Lentilles bio,feculent,True
2016-09-19,Crêpe au fromage,feculent,True
2016-09-22,Biscuit Petit Lu,feculent,True
2016-09-26,Fondant au chocolat,feculent,True
2016-10-04,Frites,feculent,True
2016-10-10,Tortillas nature,feculent,True
2016-10-28,Madeleine,feculent,True
2016-12-21,Lentilles bio,feculent,True
2016-12-23,Semoule au lait maison,feculent,True
2016-12-29,Semoule bio aux raisons et amandes,feculent,True
2017-02-08,Riz basmati,feculent,True
2017-02-14,Taboulé,feculent,True
2017-03-13,Hachis Parmentier*,feculent,True
2017-03-15,Pâtes semi-complètes bio,feculent,True
2017-04-24,"Poêlée de légumes (carottes, haricots verts, pdt, brocolis)",feculent,True
2017-04-28,Riz basmati,feculent,True
2017-06-19,"Poêlée de légumes (carottes, haricots verts, pdt, brocolis)",feculent,True
2017-06-21,Biscuit Petit Lu,feculent,True
2017-07-06,Pâtes semi-complètes bio,feculent,True
2017-08-23,Salade de pâtes Napoli,feculent,True
2017-08-28,Flan caramel,feculent,True
2017-09-19,Salade de pâtes Napoli,feculent,True
2017-10-03,Céréales gourmandes bio,feculent,True
2017-10-04,"Salade de lentilles bio (lentilles bio, tomates, concombres)",feculent,True
2017-10-17,"Salade de blé bio ( blé bio, mais, tomates )",feculent,True
2017-11-22,Beignet au chocolat,feculent,True
2017-12-08,Crêpe au fromage,feculent,True
2017-12-21,MUFFIN'S,feculent,True
2017-12-29,Dhal de lentilles bio°,feculent,True
2018-01-02,Haricots verts/haricots beurre,feculent,True
2018-01-11,Galette des rois,feculent,True
2018-01-25,"Poêlée de légumes (carottes, haricots verts, pdt, brocolis)",feculent,True
2018-02-05,Haricots verts/haricots beurre,feculent,True
2018-02-08,Lentilles bio,feculent,True
2018-04-11,Beignet au chocolat,feculent,True
2018-04-12,Frites,feculent,True
2018-04-30,Crêpe au fromage,feculent,True
2018-05-14,Lasagnes* napolitaines,feculent,True
2018-05-30,Ratatouille/blé bio,feculent,True
2018-06-04,"Poêlée de légumes (carottes, haricots verts, pdt, brocolis)",feculent,True
2018-06-06,Salade de pâtes Napoli,feculent,True
2018-06-18,"Salade carnaval (tomates, maïs, concombres)",feculent,True
2018-07-02,Raviolis de légumes,feculent,True
2018-07-03,Ratatouille/blé bio,feculent,True
2018-07-05,Haricots verts/haricots beurre,feculent,True
2018-07-13,"Salade de riz (riz, maïs, carottes, poivrons)",feculent,True
2018-08-06,Madeleine,feculent,True
2018-10-02,Pâtes,feculent,True
2018-10-11,"Poêlée de légumes (carottes, haricots verts, pdt, brocolis)",feculent,True
2018-11-21,Burger vegetal aux lentilles corail,feculent,True
2018-11-22,Haricots verts,feculent,True
2018-11-26,Lasagnes végétales,feculent,True
2018-12-03,Pizza,feculent,True
2018-12-04,Hachis Parmentier*,feculent,True
2018-12-07,Salade de pâtes Napoli,feculent,True
2018-12-11,Frites,feculent,True
2018-12-12,Pâtes,feculent,True
2018-12-17,Lasagnes* napolitaines,feculent,True
2018-12-27,Haricots verts,feculent,True
2019-01-03,Eclair au chocolat,feculent,True
2019-01-24,"Poêlée de légumes (carottes, haricots verts, pdt, brocolis)",feculent,True
2019-02-15,Salade de pâtes Napoli,feculent,True
2019-03-18,Pizza,feculent,True
2019-04-12,Riz et sauce tomate,feculent,True
2019-05-02,Haricots verts/haricots beurre,feculent,True
2019-05-21,Frites,feculent,True
2019-05-29,Crêpe au fromage,feculent,True
2019-06-06,Crêpe au fromage,feculent,True
2019-07-16,"Salade de lentilles bio (lentilles bio, concombres, tomates)",feculent,True
2019-07-17,Eclair au chocolat,feculent,True
2019-08-06,Céréales gourmandes bio,feculent,True
2019-08-14,Timbale de pätes bio au tofu fumé bio,feculent,True
2019-08-23,Riz / sarrasin,feculent,True
2019-09-12,Gaspacho / croûtons,feculent,True
2019-09-16,Hachis Parmentier*,feculent,True
2019-09-19,Biscuit petit beurre,feculent,True
2019-10-17,Fondant au chocolat,feculent,True
2019-12-26,Salade de pâtes Napoli,feculent,True
2019-12-27,Riz au lait bio,feculent,True
2019-12-30,Riz basmati,feculent,True
2011-01-03,Hachis Parmentier,feculent,True
2011-01-28,Riz à la forestière,feculent,True
2011-01-31,Flan caramel,feculent,True
2011-03-03,Timbale de pâtes,feculent,True
2011-03-22,Haricots verts,feculent,True
2011-04-01,RIZ,feculent,True
2011-04-11,Cordon bleu,feculent,True
2011-05-24,Salade de pâtes aux tomates confites,feculent,True
2011-06-17,Eclair,feculent,True
2011-06-20,Raviolis,feculent,True
2011-07-04,Pâtes à la bolognaise,feculent,True
2011-08-26,"salade de blé bio, tomate, maïs",feculent,True
2011-08-29,Pâtes à la bolognaise,feculent,True
2011-09-08,haricots verts,feculent,True
2011-09-12,haricots beurre et plats agro,feculent,True
2011-10-03,lentilles maison,feculent,True
2011-10-18,P'tit Lu,feculent,True
2011-10-31,haricots verts,feculent,True
2011-11-02,purée de patate douce,feculent,True
2011-11-15,Salade de pâtes aux tomates confites,feculent,True
2011-11-17,Dhal de lentilles,feculent,True
2011-11-30,Semoule au lait,feculent,True
2011-12-05,Flan gélifié au chocolat,feculent,True
2011-12-06,Haricots beurre et plats,feculent,True
2011-12-07,cordon bleu de volaille,feculent,True
2011-12-21,Mogettes,feculent,True
2012-01-10,haricots verts,feculent,True
2012-01-11,galette des rois,feculent,True
2012-01-24,"salade de lentilles bio au gruyère (Lentilles bio, tomate, gruyère)",feculent,True
2012-03-19,Frites,feculent,True
2012-04-16,Paëlla,feculent,True
2012-04-20,salade de pâtes aux tomates,feculent,True
2012-04-23,Hachis parmentier,feculent,True
2012-04-30,Lentilles cuisinées BIO,feculent,True
2012-06-28,cordon bleu,feculent,True
2012-07-16,chili con carné,feculent,True
2012-08-06,Timbale de pâtes au jambon,feculent,True
2012-08-20,Pizza,feculent,True
2012-10-03,Frites,feculent,True
2012-11-12,Paëlla,feculent,True
2012-11-14,Lentilles,feculent,True
2012-11-22,Frites,feculent,True
2012-12-31,Rizotto,feculent,True
2013-09-18,Blé bio,feculent,True
2013-10-01,parmentier de poisson,feculent,True
2013-10-18,Dhal de lentilles( sans dinde),feculent,True
2013-11-04,Salade de pâtes aux tomates confites agro,feculent,True
2013-11-28,Timbale de pâtes au jambon,feculent,True
2013-12-17,lentilles maison,feculent,True
2014-01-03,Tagliatelles,feculent,True
2014-01-14,Riz,feculent,True
2014-02-07,pomme de terre sautées,feculent,True
2014-02-21,Taboulé,feculent,True
2014-02-26,Liégeois choco,feculent,True
2014-04-09,Crêpe au sucre,feculent,True
2014-06-04,Haricots verts cuits D'aucy,feculent,True
2014-06-12,Kydisalt coquillettes,feculent,True
2014-06-13,Eclair chocolat,feculent,True
2014-06-24,Salade de pâtes aux tomates confites,feculent,True
2014-07-02,lentilles bio,feculent,True
2014-07-17,Pizza,feculent,True
2014-08-27,Semoule,feculent,True
2014-09-18,Haricots verts d'Aucy,feculent,True
2014-09-25,Mogettes de vendée,feculent,True
2014-10-24,"Tomate, maïs, concombres)",feculent,True
2014-10-31,riz Basmati,feculent,True
2014-11-04,Pizza,feculent,True
2014-11-19,Taboulé,feculent,True
2014-11-24,tagliatelles,feculent,True
2015-01-07,pâtes tortis bio,feculent,True
2015-02-12,Haricots verts,feculent,True
2015-03-27,Pâtes bio,feculent,True
2015-05-18,Hachis parmentier,feculent,True
2015-05-26,Pâtes à la bolognaise,feculent,True
2015-06-18,purée de pomme de terre,feculent,True
2015-06-22,Raviolis 5/1 (stock),feculent,True
2015-07-09,Haricots verts,feculent,True
2015-07-23,Timbale de pâtes,feculent,True
2015-08-20,Timbale de pâtes dinde,feculent,True
2015-08-20,Timbale de pâtes,feculent,True
2015-09-15,riz,feculent,True
2015-09-18,semoule au lait,feculent,True
2015-10-09,Salade de pâtes,feculent,True
2015-10-22,Taboulé,feculent,True
