Date,category,percent
2011-08-22,autre_proteine,0.0
2011-08-24,autre_proteine,0.0
2011-08-25,autre_proteine,0.0
2011-08-26,autre_proteine,0.0
2011-08-29,autre_proteine,0.0
2011-08-30,autre_proteine,0.0
2011-08-31,autre_proteine,0.0
2011-09-01,autre_proteine,0.0
2011-09-02,autre_proteine,0.0
2011-09-05,autre_proteine,0.0
2011-09-06,autre_proteine,0.0
2011-09-07,autre_proteine,0.05555555555555555
2011-09-08,autre_proteine,0.08333333333333333
2011-09-09,autre_proteine,0.0
2011-09-12,autre_proteine,0.0
2011-09-13,autre_proteine,0.0
2011-09-14,autre_proteine,0.0
2011-09-15,autre_proteine,0.0
2011-09-16,autre_proteine,0.0
2011-09-19,autre_proteine,0.0
2011-09-21,autre_proteine,0.0
2011-09-22,autre_proteine,0.0
2011-09-23,autre_proteine,0.0
2011-09-26,autre_proteine,0.125
2011-09-27,autre_proteine,0.0
2011-09-28,autre_proteine,0.08333333333333333
2011-09-29,autre_proteine,0.0
2011-09-30,autre_proteine,0.0
2011-10-03,autre_proteine,0.0
2011-10-04,autre_proteine,0.1
2011-10-05,autre_proteine,0.0
2011-10-06,autre_proteine,0.16666666666666666
2011-10-07,autre_proteine,0.0
2011-10-10,autre_proteine,0.0
2011-10-12,autre_proteine,0.0
2011-10-13,autre_proteine,0.1
2011-10-14,autre_proteine,0.0
2011-10-17,autre_proteine,0.0
2011-10-18,autre_proteine,0.1
2011-10-19,autre_proteine,0.0
2011-10-20,autre_proteine,0.0
2011-10-21,autre_proteine,0.0
2011-10-24,autre_proteine,0.5
2011-10-25,autre_proteine,0.0
2011-10-26,autre_proteine,0.0
2011-10-27,autre_proteine,0.0
2011-10-28,autre_proteine,0.0
2011-10-31,autre_proteine,0.0
2011-11-02,autre_proteine,0.0
2011-11-03,autre_proteine,0.0
2011-11-04,autre_proteine,0.0
2011-11-07,autre_proteine,0.0
2011-11-08,autre_proteine,0.0
2011-11-09,autre_proteine,0.04
2011-11-10,autre_proteine,0.0
2011-11-14,autre_proteine,0.0
2011-11-15,autre_proteine,0.0
2011-11-16,autre_proteine,0.0
2011-11-17,autre_proteine,0.125
2011-11-18,autre_proteine,0.0
2011-11-21,autre_proteine,0.06666666666666667
2011-11-22,autre_proteine,0.0
2011-11-23,autre_proteine,0.0
2011-11-24,autre_proteine,0.0
2011-11-25,autre_proteine,0.0
2011-11-29,autre_proteine,0.0
2011-11-30,autre_proteine,0.0
2011-12-01,autre_proteine,0.0
2011-12-02,autre_proteine,0.16666666666666666
2011-12-05,autre_proteine,0.0
2011-12-06,autre_proteine,0.0
2011-12-07,autre_proteine,0.0
2011-12-09,autre_proteine,0.0
2011-12-12,autre_proteine,0.0
2011-12-13,autre_proteine,0.0
2011-12-14,autre_proteine,0.2
2011-12-16,autre_proteine,0.0
2011-12-19,autre_proteine,0.0
2011-12-20,autre_proteine,0.0
2011-12-21,autre_proteine,0.1
2011-12-22,autre_proteine,0.0
2011-12-23,autre_proteine,0.0
2011-12-26,autre_proteine,0.0
2011-12-27,autre_proteine,0.0
2011-12-28,autre_proteine,0.125
2011-12-29,autre_proteine,0.0
2011-12-30,autre_proteine,0.25
2012-01-02,autre_proteine,0.0
2012-01-03,autre_proteine,0.0
2012-01-04,autre_proteine,0.0
2012-01-05,autre_proteine,0.0
2012-01-06,autre_proteine,0.0
2012-01-09,autre_proteine,0.16666666666666666
2012-01-10,autre_proteine,0.1
2012-01-11,autre_proteine,0.0
2012-01-12,autre_proteine,0.0
2012-01-13,autre_proteine,0.0
2012-01-16,autre_proteine,0.0
2012-01-17,autre_proteine,0.0
2012-01-18,autre_proteine,0.0
2012-01-19,autre_proteine,0.0
2012-01-20,autre_proteine,0.0
2012-01-23,autre_proteine,0.0
2012-01-24,autre_proteine,0.0
2012-01-25,autre_proteine,0.0
2012-01-26,autre_proteine,0.1
2012-01-27,autre_proteine,0.25
2012-01-30,autre_proteine,0.0
2012-02-01,autre_proteine,0.0
2012-02-02,autre_proteine,0.0
2012-02-03,autre_proteine,0.0
2012-02-06,autre_proteine,0.0
2012-02-07,autre_proteine,0.0
2012-02-08,autre_proteine,0.0
2012-02-09,autre_proteine,0.0
2012-02-10,autre_proteine,0.0
2012-02-13,autre_proteine,0.0
2012-02-14,autre_proteine,0.0
2012-02-15,autre_proteine,0.16666666666666666
2012-02-16,autre_proteine,0.0
2012-02-17,autre_proteine,0.0
2012-02-20,autre_proteine,0.125
2012-02-21,autre_proteine,0.0
2012-02-22,autre_proteine,0.0
2012-02-23,autre_proteine,0.0
2012-02-24,autre_proteine,0.25
2012-02-27,autre_proteine,0.16666666666666666
2012-02-28,autre_proteine,0.0
2012-02-29,autre_proteine,0.125
2012-03-01,autre_proteine,0.0
2012-03-02,autre_proteine,0.0
2012-03-05,autre_proteine,0.0
2012-03-06,autre_proteine,0.08333333333333333
2012-03-07,autre_proteine,0.0
2012-03-08,autre_proteine,0.0
2012-03-09,autre_proteine,0.0
2012-03-12,autre_proteine,0.1
2012-03-13,autre_proteine,0.0
2012-03-14,autre_proteine,0.0
2012-03-15,autre_proteine,0.0
2012-03-16,autre_proteine,0.0
2012-03-19,autre_proteine,0.2
2012-03-20,autre_proteine,0.0
2012-03-21,autre_proteine,0.0
2012-03-22,autre_proteine,0.0
2012-03-23,autre_proteine,0.0
2012-03-26,autre_proteine,0.125
2012-03-27,autre_proteine,0.0
2012-03-28,autre_proteine,0.25
2012-03-29,autre_proteine,0.0
2012-03-30,autre_proteine,0.0
2012-04-02,autre_proteine,0.0
2012-04-03,autre_proteine,0.0
2012-04-04,autre_proteine,0.0
2012-04-05,autre_proteine,0.1
2012-04-06,autre_proteine,0.0
2012-04-10,autre_proteine,0.0
2012-04-11,autre_proteine,0.0
2012-04-12,autre_proteine,0.0
2012-04-13,autre_proteine,0.0
2012-04-16,autre_proteine,0.0
2012-04-17,autre_proteine,0.25
2012-04-18,autre_proteine,0.0
2012-04-19,autre_proteine,0.0
2012-04-20,autre_proteine,0.0
2012-04-23,autre_proteine,0.0
2012-04-24,autre_proteine,0.0
2012-04-25,autre_proteine,0.0
2012-04-26,autre_proteine,0.0
2012-04-27,autre_proteine,0.08333333333333333
2012-04-30,autre_proteine,0.0
2012-05-02,autre_proteine,0.0
2012-05-03,autre_proteine,0.1111111111111111
2012-05-04,autre_proteine,0.0
2012-05-07,autre_proteine,0.0
2012-05-09,autre_proteine,0.2
2012-05-10,autre_proteine,0.0
2012-05-11,autre_proteine,0.0
2012-05-14,autre_proteine,0.0
2012-05-15,autre_proteine,0.0
2012-05-16,autre_proteine,0.0
2012-05-21,autre_proteine,0.0
2012-05-22,autre_proteine,0.0
2012-05-23,autre_proteine,0.1
2012-05-24,autre_proteine,0.0
2012-05-25,autre_proteine,0.0
2012-05-29,autre_proteine,0.0
2012-05-30,autre_proteine,0.0
2012-05-31,autre_proteine,0.0
2012-06-01,autre_proteine,0.0
2012-06-04,autre_proteine,0.0
2012-06-05,autre_proteine,0.1
2012-06-06,autre_proteine,0.1
2012-06-07,autre_proteine,0.0
2012-06-08,autre_proteine,0.0
2012-06-11,autre_proteine,0.0
2012-06-12,autre_proteine,0.0
2012-06-13,autre_proteine,0.0
2012-06-14,autre_proteine,0.0
2012-06-15,autre_proteine,0.2
2012-06-18,autre_proteine,0.0
2012-06-19,autre_proteine,0.0
2012-06-20,autre_proteine,0.0
2012-06-21,autre_proteine,0.0
2012-06-22,autre_proteine,0.0
2012-06-25,autre_proteine,0.0
2012-06-26,autre_proteine,0.125
2012-06-27,autre_proteine,0.0
2012-06-28,autre_proteine,0.0
2012-06-29,autre_proteine,0.0
2012-07-02,autre_proteine,0.0
2012-07-03,autre_proteine,0.0
2012-07-04,autre_proteine,0.0
2012-07-05,autre_proteine,0.0
2012-07-06,autre_proteine,0.0
2012-07-09,autre_proteine,0.0
2012-07-10,autre_proteine,0.0
2012-07-11,autre_proteine,0.0
2012-07-12,autre_proteine,0.08333333333333333
2012-07-13,autre_proteine,0.3333333333333333
2012-07-16,autre_proteine,0.0
2012-07-17,autre_proteine,0.0
2012-07-18,autre_proteine,0.1
2012-07-19,autre_proteine,0.0
2012-07-20,autre_proteine,0.0
2012-07-23,autre_proteine,0.0
2012-07-24,autre_proteine,0.0
2012-07-25,autre_proteine,0.2
2012-07-26,autre_proteine,0.125
2012-07-27,autre_proteine,0.0
2012-07-30,autre_proteine,0.125
2012-07-31,autre_proteine,0.1111111111111111
2012-08-02,autre_proteine,0.0
2012-08-03,autre_proteine,0.0
2012-08-06,autre_proteine,0.0
2012-08-07,autre_proteine,0.0
2012-08-08,autre_proteine,0.0
2012-08-09,autre_proteine,0.1
2012-08-10,autre_proteine,0.3333333333333333
2012-08-13,autre_proteine,0.0
2012-08-14,autre_proteine,0.0
2012-08-16,autre_proteine,0.0
2012-08-17,autre_proteine,0.0
2012-08-20,autre_proteine,0.0
2012-08-22,autre_proteine,0.2
2012-08-23,autre_proteine,0.125
2012-08-24,autre_proteine,0.0
2012-08-27,autre_proteine,0.125
2012-08-28,autre_proteine,0.0
2012-08-29,autre_proteine,0.0
2012-08-30,autre_proteine,0.0
2012-08-31,autre_proteine,0.0
2012-09-03,autre_proteine,0.0
2012-09-04,autre_proteine,0.0
2012-09-05,autre_proteine,0.1
2012-09-06,autre_proteine,0.3
2012-09-07,autre_proteine,0.0
2012-09-10,autre_proteine,0.25
2012-09-11,autre_proteine,0.1
2012-09-12,autre_proteine,0.0
2012-09-13,autre_proteine,0.0
2012-09-14,autre_proteine,0.0
2012-09-17,autre_proteine,0.0
2012-09-18,autre_proteine,0.0
2012-09-19,autre_proteine,0.125
2012-09-20,autre_proteine,0.0
2012-09-21,autre_proteine,0.0
2012-09-24,autre_proteine,0.0
2012-09-25,autre_proteine,0.0
2012-09-26,autre_proteine,0.06666666666666667
2012-09-27,autre_proteine,0.06666666666666667
2012-09-28,autre_proteine,0.0
2012-10-01,autre_proteine,0.0
2012-10-02,autre_proteine,0.0
2012-10-03,autre_proteine,0.125
2012-10-04,autre_proteine,0.0
2012-10-05,autre_proteine,0.2
2012-10-08,autre_proteine,0.0
2012-10-09,autre_proteine,0.0
2012-10-10,autre_proteine,0.0
2012-10-11,autre_proteine,0.0
2012-10-12,autre_proteine,0.0
2012-10-15,autre_proteine,0.125
2012-10-16,autre_proteine,0.0
2012-10-17,autre_proteine,0.0
2012-10-18,autre_proteine,0.0
2012-10-19,autre_proteine,0.0
2012-10-22,autre_proteine,0.0
2012-10-23,autre_proteine,0.0
2012-10-24,autre_proteine,0.0
2012-10-25,autre_proteine,0.0
2012-10-26,autre_proteine,0.2
2012-10-29,autre_proteine,0.125
2012-10-30,autre_proteine,0.0
2012-10-31,autre_proteine,0.0
2012-11-02,autre_proteine,0.0
2012-11-05,autre_proteine,0.25
2012-11-06,autre_proteine,0.0
2012-11-07,autre_proteine,0.0
2012-11-08,autre_proteine,0.0
2012-11-09,autre_proteine,0.0
2012-11-12,autre_proteine,0.16666666666666666
2012-11-13,autre_proteine,0.0
2012-11-14,autre_proteine,0.0
2012-11-15,autre_proteine,0.1
2012-11-16,autre_proteine,0.0
2012-11-19,autre_proteine,0.0
2012-11-20,autre_proteine,0.08333333333333333
2012-11-21,autre_proteine,0.0
2012-11-22,autre_proteine,0.0
2012-11-23,autre_proteine,0.0
2012-11-26,autre_proteine,0.0
2012-11-27,autre_proteine,0.0
2012-11-28,autre_proteine,0.0
2012-11-29,autre_proteine,0.0
2012-11-30,autre_proteine,0.2
2012-12-03,autre_proteine,0.0
2012-12-04,autre_proteine,0.0
2012-12-05,autre_proteine,0.0
2012-12-06,autre_proteine,0.16666666666666666
2012-12-07,autre_proteine,0.0
2012-12-10,autre_proteine,0.0
2012-12-11,autre_proteine,0.0
2012-12-12,autre_proteine,0.0
2012-12-13,autre_proteine,0.0
2012-12-14,autre_proteine,0.0
2012-12-17,autre_proteine,0.0
2012-12-18,autre_proteine,0.0
2012-12-19,autre_proteine,0.0
2012-12-20,autre_proteine,0.0
2012-12-21,autre_proteine,0.25
2012-12-24,autre_proteine,0.0
2012-12-26,autre_proteine,0.0
2012-12-27,autre_proteine,0.0
2012-12-28,autre_proteine,0.0
2012-12-31,autre_proteine,0.25
2013-01-02,autre_proteine,0.0
2013-01-03,autre_proteine,0.0
2013-01-04,autre_proteine,0.0
2013-01-07,autre_proteine,0.0
2013-01-08,autre_proteine,0.0
2013-01-09,autre_proteine,0.0
2013-01-10,autre_proteine,0.0
2013-01-11,autre_proteine,0.0
2013-01-14,autre_proteine,0.0
2013-01-15,autre_proteine,0.0
2013-09-03,autre_proteine,0.16666666666666666
2013-09-04,autre_proteine,0.05
2013-09-05,autre_proteine,0.0
2013-09-06,autre_proteine,0.0
2013-09-09,autre_proteine,0.0
2013-09-11,autre_proteine,0.0
2013-09-12,autre_proteine,0.0
2013-09-13,autre_proteine,0.0
2013-09-16,autre_proteine,0.0
2013-09-17,autre_proteine,0.1
2013-09-18,autre_proteine,0.0
2013-09-19,autre_proteine,0.0
2013-09-20,autre_proteine,0.0
2013-09-23,autre_proteine,0.0
2013-09-24,autre_proteine,0.0
2013-09-25,autre_proteine,0.0
2013-09-26,autre_proteine,0.0
2013-09-27,autre_proteine,0.0
2013-09-30,autre_proteine,0.0
2013-10-01,autre_proteine,0.25
2013-10-02,autre_proteine,0.0
2013-10-03,autre_proteine,0.125
2013-10-04,autre_proteine,0.2
2013-10-07,autre_proteine,0.0
2013-10-08,autre_proteine,0.0
2013-10-09,autre_proteine,0.0
2013-10-10,autre_proteine,0.0
2013-10-11,autre_proteine,0.0
2013-10-14,autre_proteine,0.0
2013-10-15,autre_proteine,0.0
2013-10-16,autre_proteine,0.2
2013-10-17,autre_proteine,0.0
2013-10-18,autre_proteine,0.0
2013-10-21,autre_proteine,0.125
2013-10-22,autre_proteine,0.0
2013-10-23,autre_proteine,0.0
2013-10-24,autre_proteine,0.0
2013-10-25,autre_proteine,0.0
2013-10-28,autre_proteine,0.0
2013-10-29,autre_proteine,0.0
2013-10-30,autre_proteine,0.1
2013-10-31,autre_proteine,0.0
2013-11-04,autre_proteine,0.0
2013-11-05,autre_proteine,0.0
2013-11-06,autre_proteine,0.0
2013-11-07,autre_proteine,0.125
2013-11-08,autre_proteine,0.2
2013-11-12,autre_proteine,0.0
2013-11-15,autre_proteine,0.0
2013-11-18,autre_proteine,0.0
2013-11-19,autre_proteine,0.0
2013-11-20,autre_proteine,0.0
2013-11-21,autre_proteine,0.1
2013-11-22,autre_proteine,0.125
2013-11-25,autre_proteine,0.0
2013-11-26,autre_proteine,0.0
2013-11-27,autre_proteine,0.0
2013-11-28,autre_proteine,0.0
2013-11-29,autre_proteine,0.0
2013-12-02,autre_proteine,0.0
2013-12-03,autre_proteine,0.0
2013-12-04,autre_proteine,0.0
2013-12-06,autre_proteine,0.0
2013-12-09,autre_proteine,0.1
2013-12-10,autre_proteine,0.0
2013-12-11,autre_proteine,0.0
2013-12-12,autre_proteine,0.0
2013-12-13,autre_proteine,0.25
2013-12-16,autre_proteine,0.0
2013-12-17,autre_proteine,0.0
2013-12-18,autre_proteine,0.1
2013-12-19,autre_proteine,0.0
2013-12-20,autre_proteine,0.0
2013-12-23,autre_proteine,0.0
2013-12-24,autre_proteine,0.2
2013-12-26,autre_proteine,0.0
2013-12-27,autre_proteine,0.0
2013-12-30,autre_proteine,0.0
2013-12-31,autre_proteine,0.125
2014-01-02,autre_proteine,0.0
2014-01-03,autre_proteine,0.0
2014-01-06,autre_proteine,0.0
2014-01-07,autre_proteine,0.0
2014-01-08,autre_proteine,0.0
2014-01-10,autre_proteine,0.0
2014-01-13,autre_proteine,0.0
2014-01-14,autre_proteine,0.0
2014-01-15,autre_proteine,0.0
2014-01-16,autre_proteine,0.0
2014-01-17,autre_proteine,0.16666666666666666
2014-01-20,autre_proteine,0.0
2014-01-21,autre_proteine,0.0
2014-01-22,autre_proteine,0.0
2014-01-23,autre_proteine,0.0
2014-01-24,autre_proteine,0.0
2014-01-27,autre_proteine,0.0
2014-01-28,autre_proteine,0.0
2014-01-29,autre_proteine,0.0
2014-01-30,autre_proteine,0.125
2014-01-31,autre_proteine,0.0
2014-02-03,autre_proteine,0.0
2014-02-04,autre_proteine,0.0
2014-02-05,autre_proteine,0.0
2014-02-06,autre_proteine,0.0
2014-02-07,autre_proteine,0.0
2014-02-10,autre_proteine,0.08333333333333333
2014-02-12,autre_proteine,0.0
2014-02-13,autre_proteine,0.0
2014-02-14,autre_proteine,0.0
2014-02-17,autre_proteine,0.0
2014-02-18,autre_proteine,0.0
2014-02-19,autre_proteine,0.0
2014-02-20,autre_proteine,0.0
2014-02-21,autre_proteine,0.2
2014-02-24,autre_proteine,0.0
2014-02-25,autre_proteine,0.0
2014-02-26,autre_proteine,0.125
2014-02-27,autre_proteine,0.0
2014-02-28,autre_proteine,0.0
2014-03-03,autre_proteine,0.0
2014-03-04,autre_proteine,0.0
2014-03-05,autre_proteine,0.0
2014-03-06,autre_proteine,0.0
2014-03-07,autre_proteine,0.25
2014-03-10,autre_proteine,0.0
2014-03-11,autre_proteine,0.25
2014-03-12,autre_proteine,0.125
2014-03-13,autre_proteine,0.0
2014-03-14,autre_proteine,0.0
2014-03-17,autre_proteine,0.0
2014-03-18,autre_proteine,0.0
2014-03-19,autre_proteine,0.0
2014-03-20,autre_proteine,0.125
2014-03-21,autre_proteine,0.0
2014-03-24,autre_proteine,0.0
2014-03-25,autre_proteine,0.0
2014-03-26,autre_proteine,0.0
2014-03-27,autre_proteine,0.125
2014-03-28,autre_proteine,0.2
2014-03-31,autre_proteine,0.0
2014-04-01,autre_proteine,0.0
2014-04-02,autre_proteine,0.125
2014-04-03,autre_proteine,0.0
2014-04-04,autre_proteine,0.0
2014-04-07,autre_proteine,0.0
2014-04-08,autre_proteine,0.0
2014-04-09,autre_proteine,0.0
2014-04-10,autre_proteine,0.0
2014-04-11,autre_proteine,0.2222222222222222
2014-04-14,autre_proteine,0.0
2014-04-15,autre_proteine,0.08333333333333333
2014-04-16,autre_proteine,0.0
2014-04-17,autre_proteine,0.0
2014-04-18,autre_proteine,0.0
2014-04-22,autre_proteine,0.0
2014-04-23,autre_proteine,0.0
2014-04-24,autre_proteine,0.08333333333333333
2014-04-25,autre_proteine,0.0
2014-04-28,autre_proteine,0.0
2014-04-29,autre_proteine,0.0
2014-04-30,autre_proteine,0.06666666666666667
2014-05-02,autre_proteine,0.0
2014-05-05,autre_proteine,0.0
2014-05-06,autre_proteine,0.0
2014-05-07,autre_proteine,0.125
2014-05-09,autre_proteine,0.0
2014-05-12,autre_proteine,0.0
2014-05-13,autre_proteine,0.0
2014-05-14,autre_proteine,0.0
2014-05-16,autre_proteine,0.16666666666666666
2014-05-19,autre_proteine,0.0
2014-05-20,autre_proteine,0.08333333333333333
2014-05-21,autre_proteine,0.0
2014-05-22,autre_proteine,0.0
2014-05-23,autre_proteine,0.0
2014-05-26,autre_proteine,0.0
2014-05-27,autre_proteine,0.0
2014-05-28,autre_proteine,0.0
2014-06-02,autre_proteine,0.0
2014-06-03,autre_proteine,0.0
2014-06-04,autre_proteine,0.0
2014-06-05,autre_proteine,0.0
2014-06-06,autre_proteine,0.2
2014-06-10,autre_proteine,0.0
2014-06-11,autre_proteine,0.1
2014-06-12,autre_proteine,0.0
2014-06-13,autre_proteine,0.0
2014-06-16,autre_proteine,0.0
2014-06-17,autre_proteine,0.0
2014-06-18,autre_proteine,0.0
2014-06-19,autre_proteine,0.0
2014-06-20,autre_proteine,0.0
2014-06-23,autre_proteine,0.0
2014-06-24,autre_proteine,0.0
2014-06-25,autre_proteine,0.0
2014-06-26,autre_proteine,0.0
2014-06-27,autre_proteine,0.0
2014-06-30,autre_proteine,0.0
2014-07-01,autre_proteine,0.0
2014-07-02,autre_proteine,0.0
2014-07-03,autre_proteine,0.08333333333333333
2014-07-04,autre_proteine,0.0
2014-07-07,autre_proteine,0.0
2014-07-08,autre_proteine,0.0
2014-07-09,autre_proteine,0.0
2014-07-10,autre_proteine,0.0
2014-07-11,autre_proteine,0.0
2014-07-15,autre_proteine,0.0
2014-07-16,autre_proteine,0.0
2014-07-17,autre_proteine,0.0
2014-07-18,autre_proteine,0.2
2014-07-21,autre_proteine,0.0
2014-07-22,autre_proteine,0.0
2014-07-23,autre_proteine,0.0
2014-07-24,autre_proteine,0.0
2014-07-25,autre_proteine,0.25
2014-07-28,autre_proteine,0.0
2014-07-29,autre_proteine,0.2
2014-07-30,autre_proteine,0.0
2014-07-31,autre_proteine,0.0
2014-08-01,autre_proteine,0.0
2014-08-04,autre_proteine,0.0
2014-08-05,autre_proteine,0.0
2014-08-06,autre_proteine,0.0
2014-08-07,autre_proteine,0.0
2014-08-08,autre_proteine,0.0
2014-08-11,autre_proteine,0.2
2014-08-12,autre_proteine,0.0
2014-08-13,autre_proteine,0.0
2014-08-14,autre_proteine,0.0
2014-08-18,autre_proteine,0.0
2014-08-19,autre_proteine,0.0
2014-08-20,autre_proteine,0.125
2014-08-21,autre_proteine,0.0
2014-08-22,autre_proteine,0.2
2014-08-25,autre_proteine,0.0
2014-08-26,autre_proteine,0.0
2014-08-27,autre_proteine,0.125
2014-08-28,autre_proteine,0.0
2014-08-29,autre_proteine,0.0
2014-09-02,autre_proteine,0.0
2014-09-03,autre_proteine,0.0
2014-09-04,autre_proteine,0.0
2014-09-05,autre_proteine,0.0
2014-09-08,autre_proteine,0.0
2014-09-09,autre_proteine,0.0
2014-09-10,autre_proteine,0.0
2014-09-11,autre_proteine,0.1
2014-09-12,autre_proteine,0.2
2014-09-15,autre_proteine,0.0
2014-09-16,autre_proteine,0.0
2014-09-17,autre_proteine,0.0
2014-09-18,autre_proteine,0.0
2014-09-19,autre_proteine,0.0
2014-09-22,autre_proteine,0.0
2014-09-23,autre_proteine,0.0
2014-09-24,autre_proteine,0.0
2014-09-25,autre_proteine,0.0
2014-09-26,autre_proteine,0.2
2014-09-29,autre_proteine,0.0
2014-09-30,autre_proteine,0.0
2014-10-01,autre_proteine,0.0
2014-10-02,autre_proteine,0.1
2014-10-03,autre_proteine,0.0
2014-10-06,autre_proteine,0.1
